index,target_paper,ref_href,ref_title,text,CurDBCode,down_link,file_name,uuid,res
16,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=SYKI201209038&dbcode=CJFQ&dbname=CJFD2012&v=,探讨“借壳上市”的奥秘,"[16]探讨“借壳上市”的奥秘[J]. 李兰.  商业会计.
         2012(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=XpVOalVTXR2MstUMklXOpdzTkZ0dphUV5kXW1lnQw80dnlFe3F0SK5Ec2QkNRVEVrJkZSB3QCdWbQpESyNnY2MzV3FlcUNUd0gXMsRldwx2RNNGSJt0NXFkU5VjNvY0a2JDOIJXcxsUU6BHU1J0S0EDOYdkdyMTd&tablename=CJFD2012,SYKI201209038,4d0b74ca-2314-11e9-9cc8-186590e0235b,
17,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=XDGL201108034&dbcode=CJFQ&dbname=CJFD2011&v=,民营企业借壳上市的动机、问题与对策,"[17]民营企业借壳上市的动机、问题与对策[J]. 徐炜,裴哲辉.  现代管理科学.
         2011(08)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=XpVOalVTXR2MstUMklXOpdzTkZ0dphUV5kXW1lnQw80dnlFe3F0SK5Ec2QkNRVEVrJkZSB3QCdWbQpESTlHSCpkdw00YqJkeIREUH1mdBtUZH9CdZlzZRFHStt2MvY0a2JDOIJXcxsUU6BHU1J0S0EDOYdkdyMTd&tablename=CJFD2011,XDGL201108034,4d0b75da-2314-11e9-9ec0-186590e0235b,
18,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=JJNS201009026&dbcode=CJFQ&dbname=CJFD2010&v=,A股市场借壳上市的主要模式与交易结构的设计,"[18]A股市场借壳上市的主要模式与交易结构的设计[J]. 雷志军.  经济视角(下).
         2010(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=RhWWz1mdzR1c6Zmc2F0V5J0RRRjV65mcPV0UONnaLF3Vv9UaBdFZpVmdyUHdhRXTPl3Z4pldipnUrxGTpZWVhVEeMRUSmhmTjplbodlW3FHeNNDRK9mVxoWd3AXe5YUYJZWUhJkdBhlNVJkMnFVYwYUTSVEZtdXN&tablename=CJFD2010,JJNS201009026,4d0b76c8-2314-11e9-a95f-186590e0235b,
19,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=JRJJ201014033&dbcode=CJFQ&dbname=CJFD2010&v=,借壳上市的功能分析——以万向集团借壳上市为例,"[19]借壳上市的功能分析——以万向集团借壳上市为例[J]. 吕涛.  金融经济.
         2010(14)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=RhWWz1mdzR1c6Zmc2F0V5J0RRRjV65mcPV0UONnaLF3Vv9UaBdFZpVmdyUHdhRXTPl3Z4pldipnUrxGTYdzZQFkbadUZwIjevgXU3gDazRWeQlWdn1WTV52c2AXe5YUYJZWUhJkdBhlNVJkMnFVYwYUTSVEZtdXN&tablename=CJFD2010,JRJJ201014033,4d0b77c0-2314-11e9-8189-186590e0235b,
20,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=ZQDB200707007&dbcode=CJFQ&dbname=cjfd2007&v=,证券公司借壳上市:模式、成本和收益比较,"[20]证券公司借壳上市:模式、成本和收益比较[J]. 黄建欢,尹筑嘉.  证券市场导报.
         2007(07)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=RhWWz1mdzR1c6Zmc2F0V5J0RRRjV65mcPV0UONnaLF3Vv9UaBdFZpVmdyUHdhRXTPl3Z4pldipnUrxGTzFzbWVDURZTWIlEMIJFb19id0IEdTZlepVEOIV1ZudXa2ZUYJZWUhJkdBhlNVJkMnFVYwYUTSVEZtdXN&tablename=CJFD2007,ZQDB200707007,4d0b78b4-2314-11e9-a0c8-186590e0235b,
21,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=GLSJ200311014&dbcode=CJFQ&dbname=CJFD2003&v=,上市公司内部资本市场研究——以华联超市借壳上市为例分析,"[21]上市公司内部资本市场研究——以华联超市借壳上市为例分析[J]. 周业安,韩梅.  管理世界.
         2003(11)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=RhWWz1mdzR1c6Zmc2F0V5J0RRRjV65mcPV0UONnaLF3Vv9UaBdFZpVmdyUHdhRXTPl3Z4pldipnUrxGT4dUOHJDbD50LpVncrQkWB5GUYp3Uk9SanR2TuF3VwNWMIB3KtFDdaJkdBhlNVJkMnFVYwYUTSVEZtdXN&tablename=CJFD2003,GLSJ200311014,4d0b79fa-2314-11e9-97dc-186590e0235b,
22,绿地集团借壳上市涉税问题研究,/kcms/detail/detail.aspx?filename=CMJJ200106010&dbcode=CJFQ&dbname=cjfd2001&v=,我国上市公司“壳”资源利用绩效的实证研究,"[22]我国上市公司“壳”资源利用绩效的实证研究[J]. 冯根福,孙辰健.  财贸经济.
         2001(06)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=xQWNaN0bHV2ail2bj9meGdVVsVmb1ZzbjNGMqx2a5cUVYh0btJWRr9EWT9EcRlEUzclSpNlbDpEeNd1Twk0NvQmYFF0UadkYo92Y3N2Q4xkUkZlcLlGZJ9URhJGUZ1kYqdEWKB1KJFjTlNDayYkNud2ZstGc4d1Y&tablename=CJFD2001,CMJJ200106010,4d0b7af6-2314-11e9-9a85-186590e0235b,
23,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=JJTL201709006&dbcode=CJFQ&dbname=CJFD2017&v=,基于动机认知视角的慈善捐赠对企业绩效影响研究——基本企业社会责任的调节效应,"[1]基于动机认知视角的慈善捐赠对企业绩效影响研究——基本企业社会责任的调节效应[J]. 卢正文,刘春林.  现代经济探讨.
         2017(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=xQWNaN0bHV2ail2bj9meGdVVsVmb1ZzbjNGMqx2a5cUVYh0btJWRr9EWT9EcRlEUzclSpNlbDpEeNd1TlhTZTV3KNFzYJpHVT5mTwhETtZ3MwkXbw5GcEZHNoxWb6N2YrNnWTB1KJFjTlNDayYkNud2ZstGc4d1Y&tablename=CJFDLAST2017,JJTL201709006,4d0b7c54-2314-11e9-93d6-186590e0235b,
24,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SCJB201704007&dbcode=CJFQ&dbname=CJFD2017&v=,慈善捐赠是真善还是伪善:基于企业违规的视角,"[2]慈善捐赠是真善还是伪善:基于企业违规的视角[J]. 李晓玲,侯啸天,葛长付.  上海财经大学学报.
         2017(04)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=xQWNaN0bHV2ail2bj9meGdVVsVmb1ZzbjNGMqx2a5cUVYh0btJWRr9EWT9EcRlEUzclSpNlbDpEeNd1TCdWNyclcwwka1QUeZtGdz9ya01EcsNXRD12L3EFesxWb6N2YrNnWTB1KJFjTlNDayYkNud2ZstGc4d1Y&tablename=CJFDLAST2017,SCJB201704007,4d0b7da8-2314-11e9-84cb-186590e0235b,
25,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=ZGSW201707032&dbcode=CJFQ&dbname=CJFD2017&v=,完善捐赠税前扣除政策  助推公益事业发展,"[3]完善捐赠税前扣除政策  助推公益事业发展[J]. 王占雄,范渊.  中国税务.
         2017(07)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5RTZiJmUD9CVykVNJlmY3kWbvUWWwJzKTFUOrxGUxQ1NPZUSRFGW2EVZOtkZX50dtRzZsRkZkN2andkUDFlNSxkQEh0MGRkZaJlN6dXUFNzbUJERRV3dVZjapR1ZCNjQkVWdjFVZN1EU3dzV1tSYXdVTQJERrNnV&tablename=CJFDLAST2017,ZGSW201707032,4d0b7ef0-2314-11e9-b8b9-186590e0235b,
26,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SWXH201706018&dbcode=CJFQ&dbname=CJFD2017&v=,我国税收优惠政策对民营企业公益性捐赠的激励效用初探——基于资源依赖理论和社会交换理论的博弈分析,"[4]我国税收优惠政策对民营企业公益性捐赠的激励效用初探——基于资源依赖理论和社会交换理论的博弈分析[J]. 杜兰英,王硕,余宜珂.  税务研究.
         2017(06)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5RTZiJmUD9CVykVNJlmY3kWbvUWWwJzKTFUOrxGUxQ1NPZUSRFGW2EVZOtkZX50dtRzZsRkZkN2andkUjhmVTlXVlp3VkNVZzpWSjhmeSNHOyMmN15ES0IUapR1ZCNjQkVWdjFVZN1EU3dzV1tSYXdVTQJERrNnV&tablename=CJFDLAST2017,SWXH201706018,4d0b7ff6-2314-11e9-a2ee-186590e0235b,
27,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=XKJI201705011&dbcode=CJFQ&dbname=CJFD2017&v=,公益股权捐赠企业所得税政策浅见——基于财税[2016]45号,"[5]公益股权捐赠企业所得税政策浅见——基于财税[2016]45号[J]. 章君.  新会计.
         2017(05)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5RTZiJmUD9CVykVNJlmY3kWbvUWWwJzKTFUOrxGUxQ1NPZUSRFGW2EVZOtkZX50dtRzZsRkZkN2andkU00GOvsGZ0YnMz0WVrMzN3U0SjZ1aXRXbOlkT4lVapR1ZCNjQkVWdjFVZN1EU3dzV1tSYXdVTQJERrNnV&tablename=CJFDLAST2017,XKJI201705011,4d0b80e6-2314-11e9-80a2-186590e0235b,
28,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=KJSZ201709022&dbcode=CJFQ&dbname=CJFD2017&v=,企业公益捐赠——道德与利益双收,"[6]企业公益捐赠——道德与利益双收[J]. 何佳.  会计师.
         2017(09)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5RTZiJmUD9CVykVNJlmY3kWbvUWWwJzKTFUOrxGUxQ1NPZUSRFGW2EVZOtkZX50dtRzZsRkZkN2andkUVVFUYVGTIZ0TVNkTYd3LEpkc2ZUbYdmWCFGTyNUapR1ZCNjQkVWdjFVZN1EU3dzV1tSYXdVTQJERrNnV&tablename=CJFDLAST2017,KJSZ201709022,4d0b81ae-2314-11e9-a4e5-186590e0235b,
29,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=CKYK201628024&dbcode=CJFQ&dbname=CJFD2016&v=,企业公益股权捐赠业务的财税处理——基于财税[2016]45号文件,"[7]企业公益股权捐赠业务的财税处理——基于财税[2016]45号文件[J]. 骆剑华.  财会月刊.
         2016(28)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=5RTZiJmUD9CVykVNJlmY3kWbvUWWwJzKTFUOrxGUxQ1NPZUSRFGW2EVZOtkZX50dtRzZsRkZkN2andkU6p0aLRWRlp3arhleJVlcvgVRopkVrokQK9GTThXSlpkdCNjQkVWdjFVZN1EU3dzV1tSYXdVTQJERrNnV&tablename=CJFDLAST2016,CKYK201628024,4d0b829c-2314-11e9-a7d7-186590e0235b,
30,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SJJJ201507011&dbcode=CJFQ&dbname=CJFD2015&v=,捐赠动机、影响因素和激励机制:理论、实验与脑科学综述,"[8]捐赠动机、影响因素和激励机制:理论、实验与脑科学综述[J]. 罗俊,叶航,汪丁丁.  世界经济.
         2015(07)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=4BXQZlmaDpmSlJEaCtGNuRHVyhWQhtyYTVGTEFjbHt0R0sEVqRnZKh1R0hmQLRzM6V0cp5WWFVHUCpWVzUVbFpGb2hHdDJFS3Z3bwZVNmVmZPV0KlpFaVdzVQ9kTwV2Yr4WVpJFT4IzVJVWWCVzSTF1YvF2Z3MHb&tablename=CJFDLAST2015,SJJJ201507011,4d0b8398-2314-11e9-b189-186590e0235b,
31,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SCZK201308012&dbcode=CJFQ&dbname=CJFD2013&v=,基于系统动力学的企业利润预测,"[9]基于系统动力学的企业利润预测[J]. 陈德祥.  市场周刊(理论研究).
         2013(08)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=4BXQZlmaDpmSlJEaCtGNuRHVyhWQhtyYTVGTEFjbHt0R0sEVqRnZKh1R0hmQLRzM6V0cp5WWFVHUCpWViB1Sj9WcJNGVClDRLNXe4pHchJzSyUGdxE1MHJ2dqJDSwV2Yr4WVpJFT4IzVJVWWCVzSTF1YvF2Z3MHb&tablename=CJFD2013,SCZK201308012,4d0b84ec-2314-11e9-91f4-186590e0235b,
32,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=JDQW201308016&dbcode=CJFQ&dbname=CJFD2013&v=,一种PLS回归的并网风电项目利润预测方法,"[10]一种PLS回归的并网风电项目利润预测方法[J]. 张戈力,毛安家,赵岩.  电力系统保护与控制.
         2013(08)
        ",CJFQ,http://kns.cnki.net/kns/download.aspx?filename=4BXQZlmaDpmSlJEaCtGNuRHVyhWQhtyYTVGTEFjbHt0R0sEVqRnZKh1R0hmQLRzM6V0cp5WWFVHUCpWVsRjdhdEUuFVYIBFSSJzZslTTatSZ1ADOwQXTV1WTPpHclhWSGZlawUzb0IzVJVWWCVzSTF1YvF2Z3MHb&tablename=CJFD2013,JDQW201308016,4d0b8654-2314-11e9-9439-186590e0235b,
33,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SJES13012100258739&dbcode=SJES,Celebrity baby photograph donations: A case study in charitable contribution tax planning and research,"[1]Celebrity baby photograph donations: A case study in charitable contribution tax planning and research[J] .   
    Hossein Nouri,Dustin Opatosky. &nbspJournal; of Accounting Education .      
    2011
      (3)
    ",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1718_U/SJES13012100258739,SJES13012100258739,4d0b8750-2314-11e9-be35-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0748575111000327
34,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SJES13011300531152&dbcode=SJES,Doing good better? The differential subsidization of charitable contributions,"[2]Doing good better? The differential subsidization of charitable contributions[J] .   
    Calum M. Carmichael. &nbspPolicy; and Society .      
    2010
      (3)
    ",SSJD,http://d.scholar.cnki.net/Link/Url/SJES1115_U/SJES13011300531152,SJES13011300531152,4d0b8866-2314-11e9-bc9c-186590e0235b,http://www.sciencedirect.com/science/article/pii/S1449403510000196
35,公司公益性股权捐赠的税收筹划研究——以东土科技为例,/kcms/detail/detail.aspx?filename=SJES13011600335400&dbcode=SJES,A case for taxing charitable donations,"[3]A case for taxing charitable donations[J] .   
    Tomer Blumkin,Efraim Sadka. &nbspJournal; of Public Economics .      
    2007
      (7)
    ",SSJD,http://d.scholar.cnki.net/Link/Url/SJES3610_U/SJES13011600335400,SJES13011600335400,4d0b8962-2314-11e9-a1ad-186590e0235b,http://www.sciencedirect.com/science/article/pii/S0047272707000242
